f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
3.1986,-11.8389,-7.6875,-6.4277,-1.5377,9.4832,-11.4752,0.391,3.1942,-15.0909,2
5.4888,-11.3938,-6.3876,-4.251,-3.9741,10.0684,-10.4431,0.0723,3.6689,-11.4151,2
1.7357,-11.4849,-4.162,-3.3136,-0.3111,6.9786,-9.5786,0.1753,1.4856,-16.1183,2
2.5898,-8.7838,-6.1469,-1.9477,-1.0494,7.4082,-7.0934,0.7455,4.2152,-15.209,2
4.9137,-9.2119,-5.801,-5.2195,-1.3869,9.4722,-8.6579,1.3287,4.2908,-14.5792,2
1.623,-10.8715,-6.7303,-2.8304,-2.9296,10.0859,-6.9794,0.4275,2.8635,-14.7578,2
2.5416,-11.4277,-4.0713,-4.117,-3.3012,8.9383,-7.7704,0.3889,4.9763,-12.4402,2
1.7819,-11.6423,-5.8963,-6.5084,-0.8134,5.9129,-7.4746,1.7879,3.5296,-14.6203,2
3.6109,-11.5853,-7.7819,-4.5173,-0.2705,8.621,-6.8337,1.5757,3.7605,-16.0199,2
2.9278,-12.4117,-6.5102,-5.0491,-1.8843,10.147,-8.2969,1.9377,0.3714,-13.5195,2
4.8056,-8.5557,-8.5578,-4.5364,0.2334,8.2669,-10.3754,-1.898,1.3494,-16.1398,2
3.4433,-9.4707,-8.1271,-3.6226,-0.05,8.5512,-11.4258,1.0064,2.6905,-13.8412,2
2.5353,-10.685,-5.4709,-0.4232,-1.1494,10.822,-8.4732,0.2777,2.9953,-15.4391,2
3.8144,-13.8033,-7.5297,-3.8444,0.4731,10.7012,-9.3646,0.6606,4.249,-15.6007,2
3.9627,-12.057,-6.4934,-4.6977,-0.6649,9.3807,-7.6732,0.9493,3.0299,-10.8255,2
1.069,-8.2718,-6.6704,-3.1528,-1.8064,7.5015,-8.2829,1.9902,3.4819,-14.4197,2
8.7726,-9.0173,-4.8356,-4.5386,-2.2556,8.1355,-7.3877,-1.0589,1.1701,-12.7972,2
3.8344,-11.9707,-7.8725,-1.8523,-0.7824,6.51,-10.9502,-0.1152,3.8717,-12.714,2
5.0531,-13.0507,-5.8999,-1.8703,0.6813,9.0936,-5.4878,1.341,4.3366,-13.5398,2
2.1841,-12.128,-5.9632,-4.3264,-3.9708,7.0166,-9.4874,1.518,2.7483,-13.7146,2
1.8752,-10.7804,-4.257,-3.7758,-3.5789,6.678,-8.1266,0.0906,2.6606,-14.5256,2
4.1107,-11.2666,-6.5156,-5.286,0.0646,8.2236,-8.098,-1.3634,5.3733,-11.6904,2
0.4909,-12.0181,-5.5192,-5.9887,-1.5153,9.1952,-9.2869,1.2353,1.7324,-16.9728,2
4.8288,-9.3515,-2.4802,-7.3199,-0.1917,5.6023,-6.375,1.1588,1.3445,-12.4362,2
2.526,-10.3646,-5.9267,-1.3929,1.4045,7.6594,-7.4226,0.9593,0.6534,-14.6508,2
6.8598,-10.2784,-4.736,-4.3272,-2.1278,8.5962,-9.4089,-1.8128,1.2674,-12.5447,2
2.7846,-10.7766,-5.8833,-3.5396,0.402,6.9072,-8.1544,1.5596,4.2512,-15.7259,2
3.7378,-8.2411,-6.3843,-3.2839,-0.1473,7.0171,-6.259,1.1763,3.5517,-16.0995,2
4.5474,-10.0556,-3.7994,-4.476,-2.7994,7.5319,-9.7673,-1.2512,4.7077,-11.6149,2
3.0619,-11.4043,-8.9589,-2.9652,1.1623,7.5995,-9.185,1.0785,5.3591,-13.3068,2
3.6487,-10.5462,-8.3732,-6.1793,-2.5299,10.0746,-9.5128,-0.3674,1.9517,-13.813,2
5.9087,-11.042,-7.4151,-3.9713,1.3147,7.801,-10.7813,-0.3245,2.9656,-12.5741,2
4.8659,-12.3838,-7.6619,-4.494,-0.2912,6.6653,-9.9208,-0.4621,4.1851,-12.8141,2
4.7112,-8.8072,-6.6941,-5.7903,-3.0893,5.7981,-9.6979,-0.1493,3.9538,-13.5811,2
2.6201,-10.9892,-7.7941,-2.471,-2.4968,6.8454,-7.783,1.2883,0.1869,-12.324,2
2.2432,-11.3763,-5.9551,-3.1292,-0.6497,8.4806,-9.6468,1.0454,2.5949,-10.8985,2
4.2352,-12.2003,-6.9521,-3.9369,0.6312,10.6719,-9.604,-0.9734,1.1802,-13.2278,2
6.8113,-10.0065,-8.6265,-5.0982,-2.2538,7.3223,-9.5916,0.9811,3.7954,-11.9688,2
4.1419,-13.7464,-7.8216,-4.2463,-1.097,9.8474,-8.945,0.5031,3.1291,-13.989,2
3.4859,-9.1264,-6.3615,-4.0545,-1.3683,10.5019,-10.6719,3.0908,1.0079,-14.5878,2
4.4727,-9.2697,-8.3409,-5.6482,-0.9011,12.0719,-7.1404,0.0549,-0.8563,-13.484,2
3.899,-11.3892,-7.5117,-3.7704,-2.7313,11.364,-6.7347,1.4139,2.907,-14.5967,2
3.3244,-8.3562,-4.9327,-3.7036,0.0681,9.3737,-8.4154,1.8979,3.548,-12.3187,2
3.5977,-11.1964,-7.0579,-5.0101,-3.7257,7.1874,-10.4211,-0.334,5.1158,-13.8428,2
3.7182,-10.4052,-3.8543,-4.8725,-1.6517,8.396,-7.305,2.4432,3.4843,-11.7571,2
3.6221,-11.0741,-4.4676,-3.2777,-2.4212,10.0514,-9.3225,-0.0692,4.1119,-13.7397,2
3.939,-9.8223,-7.4101,-3.4319,0.7063,7.1206,-8.3349,-0.8172,4.3045,-12.0886,2
2.8241,-7.5007,-4.5757,-2.9488,-0.342,10.0312,-10.5033,0.7189,3.3472,-14.2067,2
4.0528,-8.9676,-6.8683,-4.0908,-2.5488,5.8748,-7.8414,0.3884,2.8438,-15.0866,2
3.0773,-9.1703,-6.2344,-3.9654,-1.0066,6.7007,-8.0724,-1.4558,1.363,-15.1803,2
3.0927,-11.3439,-6.2375,-5.367,0.1903,9.8063,-9.2705,-0.2905,1.9034,-14.0717,2
1.2552,-12.2546,-4.9455,-3.5564,1.1335,8.1065,-9.5521,-0.1848,2.2937,-14.5964,2
3.7621,-10.7715,-7.0005,-2.1324,1.527,10.3051,-8.1726,1.5697,5.5571,-12.466,2
2.4778,-10.2268,-5.2963,-5.5012,-1.7453,10.2059,-11.745,-1.4486,2.5078,-13.076,2
1.3191,-11.0054,-4.505,-3.9062,0.0907,7.6671,-10.2247,1.7003,3.3263,-15.3849,2
2.1543,-8.4683,-7.6225,-2.6077,-2.0352,8.5505,-8.5679,-2.7244,0.5784,-13.477,2
2.2691,-9.3203,-8.6448,-3.1613,-3.3822,8.0271,-10.6064,3.2807,0.7632,-13.7896,2
0.7653,-8.4158,-5.6337,-3.8037,0.8936,8.7764,-8.6804,0.6246,3.6179,-14.3451,2
3.0342,-9.5997,-5.8196,-4.1805,-3.4187,10.8024,-10.002,1.9079,3.0361,-15.5467,2
5.234,-10.4334,-4.2326,-4.2828,-0.2618,5.9115,-9.7601,-1.4825,2.2103,-12.8988,2
2.4487,-9.5194,-7.5206,-2.6813,0.6467,10.0756,-9.5261,-2.7611,3.6457,-13.7943,2
1.888,-11.6496,-4.084,-5.7152,-0.6154,8.8822,-9.5459,1.3938,5.2208,-14.0504,2
2.9908,-9.8821,-4.8583,-4.2007,-1.776,5.2288,-10.1768,-1.2819,3.7994,-13.9723,2
2.9311,-10.8288,-7.5409,-1.6793,0.6294,10.9824,-7.9847,0.3828,5.1945,-14.6279,2
2.0488,-11.7175,-5.4514,-5.1523,-1.551,6.1525,-8.2881,-1.8486,1.3742,-11.7807,2
5.1261,-10.2537,-5.8222,-4.8056,-2.4773,8.0119,-11.2803,0.8057,2.8457,-15.0066,2
5.7086,-9.9048,-5.1979,-4.7402,-1.3199,9.4963,-8.7806,2.8299,2.4668,-14.3633,2
4.307,-12.7122,-4.8492,-5.9602,-0.36,7.5829,-8.2949,1.788,3.0026,-15.4059,2
2.0104,-11.9082,-9.0782,-2.3179,-1.1527,6.852,-6.8263,-0.625,3.1483,-14.8444,2
0.3282,-12.8618,-6.9084,-2.6617,-0.7981,8.7656,-12.0248,2.3322,3.108,-13.7856,2
5.0542,-8.9439,-4.5038,-4.3798,-2.8231,10.0387,-11.0574,3.3479,2.8144,-15.1978,2
1.5078,-12.7316,-6.0251,-4.0187,-3.1718,8.0206,-11.0617,1.311,2.6905,-14.1741,2
1.4234,-11.2654,-6.8578,-3.5326,-1.0674,9.7434,-9.7367,-2.3636,4.2591,-15.0105,2
1.6952,-10.8799,-5.7823,-4.8054,-2.1259,7.9687,-6.885,0.423,1.3205,-15.0432,2
2.9793,-10.4584,-5.5097,-3.8229,-2.5807,7.9194,-7.9089,-1.2921,2.0738,-12.7103,2
4.6685,-11.1046,-6.8525,-5.9923,-0.5294,10.5334,-5.1621,1.0067,2.6961,-14.9862,2
0.5373,-10.5497,-2.7102,-2.1029,0.3569,8.9237,-8.4705,-3.2086,3.9162,-14.4755,2
2.303,-11.3001,-6.7712,-5.0856,-1.2971,7.7179,-8.8593,-1.8037,2.4514,-15.2509,2
2.3934,-10.6001,-8.6417,-5.2428,-0.4645,6.4355,-6.343,2.2336,2.0306,-14.7873,2
3.6585,-12.9864,-9.2389,-4.6981,-1.519,8.6969,-9.9319,2.338,0.5297,-15.3139,2
4.0855,-12.5577,-8.0361,-3.8241,-2.8982,8.3557,-10.0596,-0.8655,-0.381,-13.3971,2
1.4848,-11.0675,-7.0038,-4.3189,-1.5424,8.8457,-10.1014,2.2911,0.0013,-13.9464,2
4.6099,-10.1,-7.6979,-5.2215,-2.8281,9.4541,-10.1197,0.8097,3.1689,-10.0539,2
3.8255,-12.0319,-8.4259,-4.4229,-1.4965,5.2392,-10.0806,0.8731,1.9739,-12.1536,2
1.0181,-9.7999,-4.8648,-2.5744,-3.6667,9.0271,-10.0129,-1.6822,2.1516,-14.964,2
4.7367,-10.0456,-7.9643,-5.0955,-1.8889,8.4467,-7.5002,1.4632,2.8495,-13.9975,2
0.6956,-8.8772,-6.9063,-1.6769,-1.0237,11.5932,-8.1003,-1.721,1.8508,-13.8602,2
2.0449,-11.3808,-8.2861,-4.0006,-0.9618,7.0491,-6.0994,0.5223,1.5473,-16.0508,2
3.4455,-11.2059,-5.0611,-4.2242,-3.1085,11.0614,-8.3563,0.0459,3.0194,-12.8954,2
1.2123,-10.5786,-6.9108,-3.2482,-2.4282,7.6482,-6.5155,2.2734,-2.1709,-11.8713,2
3.2451,-11.8775,-7.7464,-5.4328,-2.3378,6.8646,-11.0417,-1.1335,3.2575,-13.5314,2
4.1894,-10.9147,-8.1957,-3.2675,-2.8249,9.5252,-10.7587,-0.6042,2.2303,-12.5949,2
3.6196,-10.7852,-3.4072,-6.7646,-2.8755,6.9335,-11.6658,-0.6522,3.8041,-14.494,2
2.8561,-13.399,-7.4304,-4.7017,-0.3543,6.0429,-9.6923,2.0573,2.1048,-16.7798,2
5.2744,-9.7128,-4.9316,-6.6248,0.9508,7.3954,-9.7739,-0.6271,4.1928,-13.8762,2
4.0782,-10.7013,-6.3782,-5.4293,1.4003,6.3602,-8.3914,0.992,4.504,-11.5244,2
3.1495,-10.0196,-3.5883,-4.1069,-2.9176,7.9786,-10.9668,0.9848,4.3691,-13.788,2
0.9241,-9.2827,-8.9001,-6.3281,-1.5854,8.933,-8.3764,0.3278,5.4125,-13.5087,2
4.9076,-9.6348,-8.175,-4.2637,1.8671,7.7988,-10.0217,0.6829,2.0697,-14.797,2
2.6307,-8.6672,-6.4406,-6.0013,-3.5855,11.8655,-9.3448,1.0789,1.6154,-13.125,2
5.5446,-11.7936,-5.5478,-6.1178,1.7164,8.9581,-9.629,-0.0198,2.0074,-14.2948,2
-0.3157,-10.9621,-6.4455,-3.2762,-2.1026,7.3987,-9.0214,-1.9915,2.9876,-16.3992,2
5.0368,-9.7888,-7.6249,-3.0174,-1.1506,7.0418,-12.0441,0.9017,1.581,-11.964,2
3.3766,-11.8646,-3.5389,-3.1445,-6.8005,7.8257,-11.0859,-0.7727,2.5553,-13.0754,2
3.7476,-9.1984,-5.2808,-3.147,-1.0157,10.4855,-9.4842,-0.0084,-0.0859,-12.0222,2
3.2402,-6.4148,-6.844,-3.8763,-0.4981,6.9024,-8.472,0.479,2.3169,-11.8476,2
2.0,-10.4028,-4.0537,-5.0691,-1.7632,12.0732,-8.2982,-0.3323,3.9764,-14.4586,2
1.0082,-8.7566,-7.8902,-0.3316,-2.0519,11.7552,-11.0628,1.9653,3.522,-12.3499,2
4.8076,-11.5618,-8.1989,-4.0855,-0.9834,7.8475,-8.5935,0.9215,1.4074,-13.014,2
2.9548,-11.8652,-5.0546,-5.1746,-2.0029,8.6634,-6.9483,0.7162,3.5649,-14.053,2
3.2379,-10.8885,-5.7957,-4.4531,0.6921,7.9955,-11.5706,4.5412,2.2814,-11.6367,2
5.4628,-9.3974,-6.5327,-3.5791,-3.2297,11.5405,-10.2875,0.0462,2.9209,-13.7676,2
2.3703,-8.7237,-4.8102,-3.5261,-1.9172,10.1517,-9.7065,2.7826,2.9393,-11.7618,2
3.1849,-10.7079,-4.3975,-0.7183,1.0226,9.871,-8.1259,-0.3334,3.2153,-14.9761,2
3.9193,-10.1551,-9.1769,-3.951,-0.6956,8.4297,-8.4727,-1.5856,1.6086,-12.0541,2
3.3564,-10.3054,-7.0554,-3.9799,-4.7709,9.8243,-6.2979,-1.1705,1.3619,-12.9452,2
5.5664,-10.8183,-8.0796,-4.3221,-2.8628,7.552,-9.4658,-0.967,1.6056,-13.4947,2
3.6781,-12.9512,-5.6411,-4.582,-0.2375,9.726,-9.8266,1.3483,1.517,-11.6208,2
2.1569,-10.2861,-6.5171,-5.5345,0.0335,7.6341,-11.5599,-3.896,1.4599,-11.5426,2
5.2422,-11.8931,-6.7973,-4.7065,-3.318,7.132,-7.5381,1.1829,3.1821,-15.6092,2
3.5066,-14.271,-4.9715,-3.6213,-3.3357,10.9799,-11.704,1.2225,3.6052,-15.466,2
3.2988,-13.2704,-10.5052,-5.611,-2.2428,9.5217,-8.9087,0.5674,1.2508,-14.4015,2
1.9607,-12.6526,-7.1262,-3.8974,-2.1769,8.07,-7.9674,-0.3241,0.7715,-12.7613,2
3.7544,-10.3222,-5.2969,-3.3242,-1.2748,12.1425,-10.9372,-0.4526,4.2234,-13.3926,2
4.4925,-10.5605,-4.1746,-5.5204,0.6958,10.3118,-10.8252,1.373,2.7079,-14.5164,2
0.5227,-12.3314,-5.1735,-2.7884,-1.634,9.7808,-7.5919,0.659,1.6889,-12.9449,2
4.0861,-9.8043,-4.9376,-6.0524,-2.0828,5.7073,-7.8893,0.1086,3.4187,-15.82,2
5.4571,-12.6067,-5.0738,-3.8322,-1.6021,8.15,-9.9669,2.3698,2.7914,-15.5103,2
2.7796,-10.6227,-4.889,-4.9161,-2.1246,8.5904,-7.6996,-1.6261,3.5305,-14.3026,2
2.8689,-7.8128,-6.5304,-2.8771,-0.2395,6.7852,-11.7779,1.6585,1.1471,-16.1028,2
4.8948,-12.3443,-7.3944,-1.0476,-3.8075,6.6708,-9.6993,0.0666,1.4318,-15.3445,2
5.6206,-10.4207,-5.3579,-4.215,-0.8837,9.9546,-10.5042,0.8243,3.8165,-11.2893,2
6.2774,-10.7104,-4.5277,-8.0144,1.0105,7.4665,-9.3714,1.0887,2.5423,-13.3118,2
5.7371,-11.3915,-7.866,-1.2889,-0.5278,11.4386,-7.7143,-1.5584,3.7405,-15.0824,2
3.3667,-10.9288,-8.6622,-5.2284,1.9899,8.9128,-9.2732,3.1464,2.1781,-13.7436,2
4.8418,-11.4163,-7.3554,-7.3898,-2.7226,7.1362,-8.7719,-0.4887,6.0095,-15.1929,2
5.4566,-10.4856,-5.0255,-2.8901,-4.6453,8.5379,-9.4031,-1.2724,3.4619,-11.0317,2
-0.6539,-11.6169,-8.1043,-3.9015,-1.8063,7.6468,-7.9755,2.8813,6.7644,-14.7159,2
0.6243,-9.9764,-3.8199,-2.7886,1.0916,8.217,-9.9241,0.6002,2.2766,-12.6118,2
4.8102,-9.2431,-5.4698,-3.6404,-0.1263,5.6108,-8.6939,0.5058,3.0921,-13.7379,2
4.0034,-11.6771,-4.5414,-3.2987,-1.0919,7.509,-7.7868,0.737,1.6392,-13.6915,2
4.2992,-9.9878,-5.5051,-3.8703,0.2208,10.412,-7.9038,-0.4541,1.1853,-14.4224,2
6.2861,-10.3926,-3.046,-4.1894,-1.7061,8.4442,-9.148,-0.7334,1.0492,-12.8545,2
4.9379,-7.1477,-6.8862,-4.5381,-2.4747,10.2439,-7.7873,-0.8884,1.4191,-12.1777,2
3.9304,-9.6776,-7.5598,-6.8257,-2.6303,9.5869,-5.8432,-0.2172,6.1862,-12.3618,2
1.266,-10.4941,-4.9397,-7.6474,-0.3512,10.3144,-8.4115,0.3345,2.513,-13.9535,2
1.5916,-11.8465,-6.8606,-3.8389,-2.1531,7.2516,-7.8701,0.983,1.9636,-12.8471,2
2.6759,-10.7206,-4.7731,-4.9148,-3.0765,8.3376,-11.055,0.0109,2.3515,-17.302,2
4.1515,-11.0892,-4.4628,-3.6858,-0.2145,10.3403,-9.2074,0.4258,0.4121,-11.7472,2
3.137,-12.3238,-5.1261,-7.2788,-1.9618,9.9177,-9.6664,-0.6498,2.1482,-16.6214,2
4.4288,-10.9995,-6.6441,-4.4121,-1.2968,9.5354,-9.0879,-1.6154,3.6357,-12.8586,2
3.6639,-9.2023,-6.1901,-2.3421,0.7929,9.4287,-10.1317,0.2309,4.6307,-15.8529,2
2.7677,-11.3296,-7.5335,-2.6998,-0.7527,7.4887,-8.1015,0.1894,1.4371,-14.6759,2
4.0097,-9.4067,-6.9658,-3.1925,1.0547,6.667,-8.4763,1.673,2.6297,-11.7491,2
6.6538,-10.3002,-6.586,-2.5437,-0.0548,4.777,-9.0139,-0.1649,3.3675,-13.897,2
3.2278,-12.11,-5.1339,-1.5266,-2.5894,6.4597,-8.9798,0.384,4.5288,-15.4503,2
2.5487,-14.0367,-4.1732,-3.6333,-2.013,6.5719,-10.8555,1.0484,1.1113,-13.4505,2
6.42,-11.3366,-7.6778,-3.4361,-3.1566,11.1353,-6.9044,0.1808,1.4265,-14.2451,2
2.9121,-10.2398,-4.6762,-5.5639,0.1985,9.4818,-9.7715,-1.203,2.9468,-15.1959,2
4.8911,-12.501,-5.4141,-4.1301,-2.1588,8.401,-7.3898,-1.3614,2.1542,-14.7341,2
3.2977,-11.8422,-8.8878,-5.5919,1.1387,8.9254,-8.6912,0.0031,2.695,-14.2512,2
4.146,-10.664,-7.9926,-3.6286,-5.006,9.1761,-11.1238,0.283,0.9805,-13.6023,2
4.223,-8.5609,-8.5477,-2.5459,-1.1212,7.8793,-7.87,0.0731,3.8487,-15.0949,2
2.4061,-9.3998,-4.0076,-4.0617,-5.4988,8.2567,-8.9611,0.0779,3.2769,-14.3219,2
4.6139,-12.5653,-4.3804,-1.684,-2.6875,7.1849,-8.3937,-1.3538,2.0335,-11.9527,2
4.462,-7.8449,-5.9795,-4.9254,-1.241,8.3294,-9.2146,0.3913,1.3748,-13.1832,2
1.2426,-11.8904,-6.414,-7.3985,-0.1644,5.4755,-8.0054,-1.5122,2.1651,-12.8278,2
6.6528,-10.6405,-9.2096,-2.5786,-1.6658,8.6601,-8.173,-2.911,2.7822,-14.221,2
5.1883,-9.7245,-8.6762,-2.1152,-0.6436,6.2344,-8.9262,1.9793,0.9514,-11.5401,2
1.0866,-12.002,-7.65,-1.9437,-2.0544,6.8111,-8.342,1.4188,3.7737,-14.0135,2
3.7374,-11.7905,-3.7235,-2.2928,0.3065,9.7465,-8.2302,-1.4395,3.7224,-13.4351,2
5.2506,-9.6041,-5.4101,-6.5355,-1.4514,7.7184,-8.6312,-0.1963,2.3585,-12.9179,2
2.7074,-10.6328,-8.5148,-5.2577,-0.3338,6.71,-7.1412,1.8886,2.3701,-9.1084,2
5.2202,-12.2391,-5.1164,-3.9104,-2.483,6.9504,-7.5174,-0.4699,2.6196,-14.988,2
2.2333,-11.0056,-5.6534,-7.8917,-1.2925,7.4361,-6.9062,4.8412,2.2335,-16.1898,2
3.5309,-11.1233,-3.2786,-1.5093,-0.0198,7.6752,-7.9931,0.8245,3.1344,-15.9438,2
4.9483,-10.6535,-6.3869,-4.9094,-2.5083,9.0312,-11.6335,1.6113,1.1913,-16.6945,2
6.0884,-12.1023,-7.3189,-2.3073,1.4637,6.2558,-10.444,-0.897,4.1746,-11.1478,2
1.7352,-8.6931,-7.2992,-3.505,-3.2251,8.3724,-9.1765,-0.0457,3.3499,-15.117,2
2.03,-10.1584,-4.2226,-4.0434,-0.5624,9.6924,-7.764,-1.0033,1.6069,-14.6416,2
6.2485,-10.0529,-5.5407,-3.4598,-3.2991,11.4626,-8.291,1.5118,0.1242,-12.437,2
2.8213,-12.7994,-7.6663,-5.9065,-3.2406,8.6461,-9.5899,0.9281,5.2864,-13.8007,2
-0.0117,-11.1781,-4.4456,-4.1381,0.9761,9.2347,-11.7672,0.5914,3.2179,-11.986,2
6.085,-9.4536,-5.5749,-2.9949,-1.5699,6.361,-8.9475,0.975,0.967,-11.6166,2
4.8637,-12.8728,-4.1869,-4.4716,-2.4856,10.1742,-9.0864,3.2758,1.4931,-16.204,2
2.9349,-9.6314,-7.6264,-6.0043,-0.9745,6.3597,-8.5497,-0.0839,3.5141,-15.6822,2
5.3028,-11.0897,-5.0904,-2.5693,-3.0541,9.8787,-11.1474,-1.6282,5.7184,-11.9387,2
6.4661,-11.3705,-6.082,-3.2181,-1.3362,7.4361,-10.3539,0.7478,1.1721,-15.2488,2
3.9459,-10.9579,-4.8299,-4.6465,-2.1898,9.1906,-10.2278,-0.5602,1.8448,-13.921,2
6.0142,-12.8804,-4.2924,-2.9025,1.0326,13.2603,-6.8626,1.8155,0.8037,-15.3858,2
3.8959,-13.3623,-5.3125,-7.2115,0.4104,8.0727,-8.8199,-0.6955,-0.0754,-11.7544,2
5.3591,-11.3424,-5.2428,-4.5955,-0.8852,9.694,-8.1772,2.4385,3.5508,-13.5644,2
2.2135,-11.5329,-5.0206,-6.2619,0.3408,8.1336,-10.2377,-1.2211,3.784,-13.6284,2
5.7387,-12.7098,-7.1029,-4.1475,-2.4457,8.5645,-8.5305,1.1538,5.0317,-15.5617,2
3.8622,-11.7856,-5.5906,-3.3621,-2.7983,7.2036,-8.2423,0.4621,2.443,-12.6195,2
4.4532,-11.6096,-7.5137,-5.902,-1.2677,6.4205,-8.8606,2.2523,2.2422,-14.4108,2
6.3524,-8.5506,-7.3826,-3.8006,-0.8249,8.8608,-6.2878,0.5579,3.1283,-12.5735,2
5.1405,-9.4098,-5.4285,-6.3472,-2.0501,9.7844,-8.6342,1.6662,5.6032,-15.3719,2
5.0625,-11.3107,-4.8326,-4.071,1.8726,8.7504,-9.9706,1.0568,3.2584,-11.8993,2
4.0277,-7.1026,-6.4028,-4.1586,-2.2237,8.6838,-8.6632,0.8488,2.8732,-14.5212,2
2.0331,-11.3779,-4.5234,-1.9739,-1.4333,7.1429,-9.1315,3.5645,4.2709,-12.7804,2
4.7996,-8.5043,-7.965,-4.5972,-2.111,9.436,-8.7696,1.5615,2.0121,-11.5486,2
3.2516,-9.7734,-4.4426,-2.3365,-0.7767,9.7843,-6.3973,1.1974,1.678,-12.7319,2
3.2997,-14.3372,-5.5427,-3.8342,0.4167,7.4301,-11.2684,0.6801,3.3427,-13.4657,2
3.3866,-12.4183,-6.444,-4.5318,0.2912,9.1243,-9.4268,3.0129,2.3691,-12.7698,2
3.1052,-8.3685,-6.1054,-3.8345,-1.5277,8.85,-7.2105,1.6958,2.8146,-11.0545,2
4.6651,-11.4725,-8.3062,-4.6317,-0.6979,9.4511,-6.9711,-1.2148,2.1137,-15.373,2
1.3474,-11.7569,-5.6857,-2.8521,-2.7404,7.3414,-11.6795,0.7486,1.6742,-11.1119,2
3.9703,-11.0724,-7.1973,-6.2512,-3.3697,7.6221,-10.0581,-1.0717,3.3381,-12.8351,2
2.6676,-7.9125,-8.8558,-3.9219,-1.6458,7.7292,-10.0563,0.4166,2.4341,-14.1943,2
1.4075,-13.2424,-6.6684,-4.6123,-1.6135,8.3923,-9.7935,0.1084,1.4921,-11.3206,2
2.156,-11.3717,-7.3213,-5.12,-1.2809,8.4019,-9.699,0.0018,1.6927,-13.0039,2
6.4384,-12.1274,-5.6447,-3.9417,-0.315,9.6005,-8.7017,0.3673,2.1208,-14.7539,2
3.2103,-12.7421,-7.1264,-2.3489,-1.1701,9.8943,-6.8053,0.1615,3.0834,-14.0593,2
2.1367,-12.2446,-4.9709,-3.6962,1.452,10.0134,-10.1066,1.6875,2.3148,-11.7812,2
2.6261,-12.3938,-7.4293,-5.1261,-2.5783,7.6964,-7.7247,3.1211,0.7772,-11.7112,2
2.639,-10.2934,-8.7169,-3.2231,-4.3259,9.0262,-8.6239,0.7135,1.6701,-12.7822,2
3.9422,-11.1301,-5.2279,-4.1526,-0.5247,8.3665,-8.6847,1.2891,2.1756,-15.4572,2
3.7697,-9.0311,-5.7869,-3.5319,-1.3812,9.664,-9.2887,-0.2538,4.4304,-14.4023,2
4.6898,-9.1563,-5.3854,-5.883,-1.2772,8.2523,-9.7538,0.6412,3.9262,-14.2943,2
3.0985,-11.1768,-4.4899,-4.3948,-3.1695,6.1951,-8.4657,-0.714,3.7755,-15.6033,2
2.5472,-12.811,-5.5837,-3.0359,-0.81,6.9264,-10.1284,0.7785,0.2408,-13.9682,2
5.6309,-11.0851,-8.4685,-4.9203,-2.2639,11.7657,-6.5113,1.5234,2.2578,-11.8055,2
1.6554,-9.2003,-4.8437,-4.2362,0.3909,7.8844,-10.9074,1.894,2.6446,-12.7038,2
6.0869,-11.8986,-6.4507,-1.6547,-0.3148,7.5056,-10.4423,-0.3651,1.6648,-13.2505,2
3.4732,-10.3963,-7.4969,-4.1154,-4.4015,8.7728,-7.2466,-1.7101,3.4976,-14.523,2
4.5593,-10.5772,-5.6286,-3.9119,0.6746,9.0764,-10.0679,0.5751,2.2191,-13.3629,2
2.7259,-11.8304,-5.9368,-3.9255,0.278,7.9328,-11.9811,-0.1188,0.3328,-12.983,2
0.8447,-12.2977,-6.7792,-1.6932,-2.9272,8.5739,-8.1398,2.6531,3.9391,-11.9656,2
4.652,-12.6289,-5.6961,-2.7362,-2.7527,7.6856,-10.2146,1.586,2.6685,-14.0878,2
1.4331,-10.9163,-7.087,-3.6441,-3.0324,8.8221,-9.6682,-1.4469,0.7815,-15.372,2
3.046,-10.6337,-5.8309,-3.5478,-2.4557,10.1429,-9.6731,1.1023,2.5262,-13.0431,2
3.0341,-10.2247,-6.2467,-2.7884,-2.5459,5.9004,-10.4698,2.0304,2.5406,-13.4684,2
1.7751,-10.7169,-7.7699,-5.3228,-1.9216,9.2229,-8.182,1.2956,0.3903,-13.6165,2
3.0604,-13.1135,-6.2117,-4.3848,-0.5506,8.6771,-9.8338,1.8157,-0.5594,-13.7029,2
0.7107,-12.1835,-5.4484,-5.9204,-3.4535,12.1282,-11.0487,2.9028,2.5141,-14.3937,2
4.2058,-8.8103,-7.9548,-4.7745,-0.0476,8.9873,-7.3569,1.1997,5.4848,-13.3386,2
3.6883,-10.3326,-6.4494,-2.737,-0.9623,9.7375,-7.593,1.0697,3.525,-15.122,2
2.5301,-9.5501,-4.1002,-6.9198,-2.1697,8.5907,-10.3287,-0.8067,3.4848,-11.2344,2
0.3079,-11.0709,-5.5407,-2.8388,-0.8392,11.1974,-8.9664,2.395,1.8029,-13.5195,2
1.5365,-9.4639,-6.4163,-3.4724,-1.788,9.4349,-8.4136,-1.0649,1.3673,-13.6481,2
4.3449,-8.0208,-5.7812,-2.4978,-3.7372,11.5747,-8.1013,0.3526,2.5254,-15.2673,2
2.1237,-7.9495,-7.7192,-5.5215,-2.3712,6.758,-8.9868,2.0604,1.8567,-15.6665,2
